Age (bin),Age Group,Category,Color,Discount,Discount Count,Frequency of Purchases,Gender,Item,Location,Past Purchases,Payment Method,Season,Shipping Type,Size,Subscription Status,Table Name,Age,Customer,Previous Purchases,Product Count,Review Rating,Sales (USD)
10,18-24,Footwear,Silver,Yes,1,Monthly,Male,Shoes,New Jersey,1 - 3,Cash,Fall,Courier,M,No,Retail_Clothing_Sales.csv,19,145,2,1,3.2,27.65
20,18-24,Accessories,Teal,Yes,1,Quarterly,Male,Jewelry,Missouri,"0
New",Card,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,24,146,0,1,4.5,245.77
10,18-24,Clothing,Black,Yes,1,Fortnightly,Male,Skirt,Colorado,1 - 3,Card,Fall,Courier,S,No,Retail_Clothing_Sales.csv,19,147,3,1,4,15.83
30,25-34,Footwear,Purple,Yes,1,Fortnightly,Male,Shoes,Idaho,1 - 3,Cash,Summer,Courier,M,No,Retail_Clothing_Sales.csv,34,148,1,1,3.5,58.18
30,35-44,Accessories,Gray,Yes,1,Fortnightly,Male,Gloves,Wyoming,"0
New",Card,Fall,Store Pickup,M,No,Retail_Clothing_Sales.csv,37,149,0,1,2.6,168.07
30,35-44,Clothing,White,Yes,1,Monthly,Male,Pants,Delaware,4 - 6,Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,38,150,6,1,3.2,89.1
20,25-34,Accessories,Turquoise,Yes,1,Fortnightly,Male,Sunglasses,North Dakota,1 - 3,Card,Fall,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,28,152,2,1,4.5,32.1
30,25-34,Clothing,Brown,Yes,1,Fortnightly,Male,Shirt,South Carolina,"0
New",Card,Summer,Courier,S,Yes,Retail_Clothing_Sales.csv,30,153,0,1,4.3,130.01
30,25-34,Clothing,Maroon,Yes,1,Fortnightly,Male,Hoodie,North Carolina,1 - 3,Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,33,154,3,1,3.2,42.57
40,35-44,Clothing,Charcoal,Yes,1,Quarterly,Male,Dress,Oklahoma,1 - 3,Card,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,41,155,3,1,3.6,397.38
30,25-34,Clothing,Olive,Yes,1,Quarterly,Male,Socks,Maine,1 - 3,Cash,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,34,156,3,1,4.3,92.64
30,35-44,Clothing,Lavender,Yes,1,Fortnightly,Male,Shorts,Missouri,"0
New",Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,35,157,0,1,4,12.95
30,35-44,Accessories,Yellow,Yes,1,Fortnightly,Male,Hat,Vermont,"0
New",Cash,Fall,Store Pickup,S,No,Retail_Clothing_Sales.csv,36,158,0,1,3,67.23
20,25-34,Clothing,Teal,Yes,1,Monthly,Male,Shirt,Connecticut,"0
New",Cash,Fall,Courier,XL,No,Retail_Clothing_Sales.csv,25,159,0,1,4.1,80.07
40,35-44,Accessories,Charcoal,Yes,1,Monthly,Male,Gloves,New Hampshire,"0
New",Cash,Fall,Store Pickup,M,No,Retail_Clothing_Sales.csv,43,160,0,1,3.8,13.61
20,25-34,Accessories,Orange,Yes,1,Monthly,Male,Gloves,Texas,1 - 3,Card,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,27,161,1,1,4.6,10.95
20,25-34,Accessories,Olive,Yes,1,Fortnightly,Male,Backpack,North Dakota,1 - 3,Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,28,162,1,1,3,34.42
20,18-24,Accessories,Turquoise,Yes,1,Weekly,Male,Sunglasses,California,1 - 3,Card,Summer,Store Pickup,M,No,Retail_Clothing_Sales.csv,21,163,1,1,3,83.01
20,18-24,Clothing,Purple,Yes,1,Weekly,Male,Skirt,Virginia,7 & more,Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,21,164,7,1,3.4,64.5
50,45-54,Accessories,Purple,Yes,1,Fortnightly,Male,Handbag,Delaware,4 - 6,Card,Spring,Courier,S,No,Retail_Clothing_Sales.csv,54,165,4,1,2.6,60.1
20,18-24,Accessories,Yellow,Yes,1,Monthly,Male,Handbag,Kentucky,4 - 6,Cash,Winter,Store Pickup,S,No,Retail_Clothing_Sales.csv,22,166,6,1,2.8,50.7
20,25-34,Footwear,Indigo,Yes,1,Monthly,Male,Sneakers,Delaware,1 - 3,Cash,Fall,Store Pickup,XL,No,Retail_Clothing_Sales.csv,26,167,1,1,4,16.61
30,25-34,Accessories,Green,Yes,1,Monthly,Male,Gloves,Arkansas,4 - 6,Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,33,168,6,1,4,13.61
30,25-34,Footwear,Magenta,Yes,1,Fortnightly,Male,Shoes,Louisiana,4 - 6,Cash,Summer,Courier,M,No,Retail_Clothing_Sales.csv,34,169,4,1,3,104.13
20,25-34,Outerwear,Gold,Yes,1,Monthly,Male,Jacket,Nevada,1 - 3,Card,Summer,Courier,S,No,Retail_Clothing_Sales.csv,27,170,2,1,3.3,15.83
10,18-24,Clothing,Maroon,Yes,1,Weekly,Male,Shirt,Wyoming,"0
New",Card,Fall,Store Pickup,M,No,Retail_Clothing_Sales.csv,19,171,0,1,2.6,12.27
20,25-34,Clothing,Blue,Yes,1,Weekly,Male,Shorts,Virginia,1 - 3,Card,Summer,Store Pickup,M,No,Retail_Clothing_Sales.csv,29,172,3,1,3.6,19.94
20,18-24,Accessories,Violet,Yes,1,Weekly,Male,Jewelry,Nebraska,"0
New",Card,Summer,Store Pickup,M,No,Retail_Clothing_Sales.csv,21,173,0,1,3.9,64.48
20,25-34,Accessories,Turquoise,Yes,1,Fortnightly,Male,Hat,Hawaii,1 - 3,Cash,Fall,Courier,M,No,Retail_Clothing_Sales.csv,25,174,1,1,3.4,31.04
40,35-44,Footwear,Brown,Yes,1,Fortnightly,Male,Shoes,Vermont,"0
New",Card,Winter,Courier,L,No,Retail_Clothing_Sales.csv,41,175,0,1,3.5,19.94
20,25-34,Outerwear,Violet,Yes,1,Fortnightly,Male,Coat,Oklahoma,1 - 3,Cash,Fall,Store Pickup,L,No,Retail_Clothing_Sales.csv,28,176,1,1,2.8,135.45
20,25-34,Accessories,Black,Yes,1,Quarterly,Male,Backpack,New Hampshire,1 - 3,Card,Spring,Store Pickup,L,No,Retail_Clothing_Sales.csv,28,177,1,1,2.7,108.65
20,18-24,Clothing,Magenta,Yes,1,Monthly,Male,Hoodie,Kansas,"0
New",Cash,Fall,Store Pickup,L,No,Retail_Clothing_Sales.csv,21,178,0,1,3.7,26.7
30,35-44,Clothing,Lavender,Yes,1,Quarterly,Male,Skirt,Idaho,1 - 3,Card,Fall,Courier,L,No,Retail_Clothing_Sales.csv,36,179,3,1,4.3,27.64
60,55-64,Footwear,Violet,Yes,1,Fortnightly,Male,Boots,Illinois,7 & more,Cash,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,64,180,8,1,4.9,16.6
20,25-34,Footwear,Green,Yes,1,Fortnightly,Male,Sandals,South Dakota,7 & more,Card,Fall,Store Pickup,L,No,Retail_Clothing_Sales.csv,27,181,8,1,3.3,108.58
30,25-34,Clothing,Beige,Yes,1,Weekly,Male,Pants,Massachusetts,1 - 3,Cash,Summer,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,32,182,3,1,4.7,52.22
30,35-44,Accessories,Purple,Yes,1,Fortnightly,Male,Gloves,Alabama,1 - 3,Card,Summer,Store Pickup,XL,No,Retail_Clothing_Sales.csv,38,183,1,1,2.8,275.69
40,35-44,Clothing,Beige,Yes,1,Weekly,Male,Skirt,Ohio,1 - 3,Card,Spring,Courier,XL,No,Retail_Clothing_Sales.csv,43,184,2,1,3.6,15.08
30,25-34,Footwear,Cyan,Yes,1,Fortnightly,Male,Sneakers,Hawaii,"0
New",Cash,Spring,Courier,L,No,Retail_Clothing_Sales.csv,32,185,0,1,3,18.3
20,25-34,Clothing,Silver,Yes,1,Fortnightly,Male,T-shirt,Wisconsin,1 - 3,Cash,Summer,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,26,186,1,1,4.5,17.46
30,35-44,Accessories,Lavender,Yes,1,Fortnightly,Male,Backpack,Minnesota,1 - 3,Card,Summer,Courier,S,No,Retail_Clothing_Sales.csv,39,187,1,1,2.9,44.16
10,18-24,Footwear,Purple,Yes,1,Weekly,Male,Shoes,Georgia,"0
New",Cash,Spring,Store Pickup,S,No,Retail_Clothing_Sales.csv,19,188,0,1,3.3,222.65
50,45-54,Clothing,Pink,Yes,1,Weekly,Male,Hoodie,Arkansas,4 - 6,Cash,Spring,Courier,M,No,Retail_Clothing_Sales.csv,50,189,4,1,3.1,39.87
30,35-44,Clothing,Maroon,Yes,1,Weekly,Male,Blouse,West Virginia,1 - 3,Card,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,36,190,3,1,4.4,113.86
20,25-34,Outerwear,Beige,Yes,1,Quarterly,Male,Coat,Indiana,"0
New",Card,Fall,Courier,XL,No,Retail_Clothing_Sales.csv,28,191,0,1,3,71.67
60,55-64,Accessories,Gray,Yes,1,Monthly,Male,Hat,Utah,1 - 3,Cash,Fall,Courier,M,No,Retail_Clothing_Sales.csv,64,192,1,1,3.9,89.06
20,25-34,Footwear,Turquoise,Yes,1,Weekly,Male,Shoes,Nebraska,7 & more,Card,Summer,Courier,L,No,Retail_Clothing_Sales.csv,26,193,8,1,2.9,15.07
30,35-44,Accessories,Silver,Yes,1,Fortnightly,Male,Belt,North Dakota,1 - 3,Card,Fall,Courier,S,No,Retail_Clothing_Sales.csv,36,194,1,1,3,1154.45
20,25-34,Accessories,Olive,Yes,1,Quarterly,Male,Backpack,Missouri,4 - 6,Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,27,195,5,1,3.1,222.31
20,25-34,Outerwear,Magenta,Yes,1,Monthly,Male,Jacket,New York,1 - 3,Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,27,196,1,1,4.3,12.27
30,35-44,Footwear,Lavender,Yes,1,Fortnightly,Male,Boots,Washington,"0
New",Card,Summer,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,38,197,0,1,3.9,149.35
50,45-54,Accessories,Black,Yes,1,Monthly,Male,Scarf,South Carolina,"0
New",Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,54,198,0,1,3.2,96.17
20,18-24,Accessories,Turquoise,Yes,1,Fortnightly,Male,Jewelry,Utah,"0
New",Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,24,199,0,1,4.8,29.92
20,18-24,Accessories,Green,Yes,1,Weekly,Male,Hat,Idaho,1 - 3,Cash,Summer,Courier,XL,No,Retail_Clothing_Sales.csv,21,200,1,1,3.8,80.03
20,25-34,Clothing,Teal,Yes,1,Monthly,Male,Dress,Pennsylvania,1 - 3,Card,Summer,Store Pickup,S,No,Retail_Clothing_Sales.csv,25,201,1,1,3.3,52.2
30,25-34,Clothing,Beige,Yes,1,Fortnightly,Male,Blouse,Missouri,4 - 6,Cash,Fall,Courier,S,No,Retail_Clothing_Sales.csv,33,202,5,1,4.3,10.3
20,18-24,Accessories,Magenta,Yes,1,Fortnightly,Male,Hat,Nebraska,1 - 3,Card,Spring,Courier,L,No,Retail_Clothing_Sales.csv,24,203,1,1,2.7,22.76
70,65-70,Accessories,Yellow,Yes,1,Weekly,Male,Scarf,Indiana,4 - 6,Cash,Fall,Store Pickup,S,No,Retail_Clothing_Sales.csv,70,204,4,1,3.2,22.76
20,18-24,Footwear,Yellow,Yes,1,Weekly,Male,Sneakers,Arizona,"0
New",Cash,Fall,Store Pickup,M,Yes,Retail_Clothing_Sales.csv,24,205,0,1,4,1103.96
30,25-34,Clothing,Silver,Yes,1,Weekly,Male,Shirt,Hawaii,1 - 3,Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,31,206,2,1,3,58.15
20,18-24,Clothing,Silver,Yes,1,Fortnightly,Male,T-shirt,Wisconsin,4 - 6,Card,Summer,Courier,L,No,Retail_Clothing_Sales.csv,24,207,5,1,4.2,42.56
20,25-34,Accessories,Silver,Yes,1,Weekly,Male,Gloves,Rhode Island,4 - 6,Cash,Summer,Courier,M,No,Retail_Clothing_Sales.csv,25,208,4,1,2.9,179.28
20,18-24,Clothing,Gold,Yes,1,Monthly,Male,Skirt,Wisconsin,4 - 6,Card,Spring,Store Pickup,M,No,Retail_Clothing_Sales.csv,24,209,4,1,4.1,22.75
50,55-64,Footwear,Olive,Yes,1,Monthly,Male,Sandals,Minnesota,"0
New",Cash,Winter,Store Pickup,S,No,Retail_Clothing_Sales.csv,55,210,0,1,3.2,323.88
40,45-54,Outerwear,Teal,Yes,1,Fortnightly,Male,Jacket,Vermont,4 - 6,Card,Fall,Courier,L,No,Retail_Clothing_Sales.csv,45,211,5,1,3,10.3
30,25-34,Clothing,Maroon,Yes,1,Fortnightly,Male,Skirt,South Dakota,"0
New",Card,Fall,Courier,L,Yes,Retail_Clothing_Sales.csv,33,212,0,1,4.2,189.27
30,25-34,Accessories,Blue,Yes,1,Fortnightly,Male,Handbag,Virginia,4 - 6,Card,Fall,Courier,L,Yes,Retail_Clothing_Sales.csv,31,213,6,1,4.2,124.13
30,25-34,Accessories,Peach,Yes,1,Monthly,Male,Handbag,Nevada,1 - 3,Card,Fall,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,30,214,1,1,4.4,203.16
20,18-24,Outerwear,Blue,Yes,1,Monthly,Male,Jacket,Hawaii,"0
New",Cash,Summer,Store Pickup,L,No,Retail_Clothing_Sales.csv,24,215,0,1,4.2,35.71
20,25-34,Accessories,Orange,Yes,1,Weekly,Male,Scarf,New Jersey,1 - 3,Card,Spring,Courier,S,No,Retail_Clothing_Sales.csv,25,216,2,1,2.8,58.13
40,35-44,Clothing,Yellow,Yes,1,Weekly,Male,Shorts,Massachusetts,1 - 3,Card,Spring,Courier,L,No,Retail_Clothing_Sales.csv,43,217,3,1,3.7,52.18
30,35-44,Accessories,Purple,Yes,1,Fortnightly,Male,Sunglasses,Oklahoma,1 - 3,Cash,Winter,Store Pickup,M,No,Retail_Clothing_Sales.csv,35,218,2,1,3.5,33.28
20,25-34,Clothing,Magenta,Yes,1,Quarterly,Male,T-shirt,California,7 & more,Card,Spring,Store Pickup,S,No,Retail_Clothing_Sales.csv,28,219,7,1,2.9,29.91
30,25-34,Accessories,Cyan,Yes,1,Fortnightly,Male,Belt,Nevada,7 & more,Cash,Spring,Courier,M,No,Retail_Clothing_Sales.csv,32,220,8,1,3,149.23
30,35-44,Footwear,Indigo,Yes,1,Fortnightly,Male,Sneakers,Arizona,"0
New",Card,Spring,Courier,S,No,Retail_Clothing_Sales.csv,39,221,0,1,3.7,45.69
20,25-34,Accessories,Magenta,Yes,1,Quarterly,Male,Hat,North Carolina,4 - 6,Cash,Summer,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,28,222,5,1,4.4,67.2
30,25-34,Accessories,Gray,Yes,1,Fortnightly,Male,Gloves,New York,4 - 6,Card,Spring,Courier,XL,Yes,Retail_Clothing_Sales.csv,33,223,6,1,4.5,221.97
20,18-24,Clothing,Turquoise,Yes,1,Fortnightly,Male,Pants,Wyoming,1 - 3,Card,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,20,224,1,1,4.8,25.68
30,25-34,Clothing,Beige,Yes,1,Monthly,Male,Socks,South Dakota,7 & more,Cash,Summer,Courier,S,No,Retail_Clothing_Sales.csv,34,225,8,1,2.9,118.93
20,25-34,Outerwear,Olive,Yes,1,Fortnightly,Male,Jacket,Arkansas,7 & more,Cash,Spring,Store Pickup,M,No,Retail_Clothing_Sales.csv,25,226,9,1,3.2,10.3
30,25-34,Clothing,Black,Yes,1,Weekly,Male,Skirt,Mississippi,1 - 3,Cash,Fall,Courier,L,No,Retail_Clothing_Sales.csv,33,227,2,1,4,12.26
20,25-34,Footwear,Violet,Yes,1,Monthly,Male,Shoes,Texas,4 - 6,Card,Spring,Courier,L,No,Retail_Clothing_Sales.csv,29,227,4,1,3.3,82.97
50,45-54,Clothing,Turquoise,Yes,1,Fortnightly,Male,Jeans,Rhode Island,1 - 3,Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,50,228,2,1,4.2,167.9
10,18-24,Clothing,White,Yes,1,Fortnightly,Male,Socks,New Hampshire,1 - 3,Card,Spring,Store Pickup,M,No,Retail_Clothing_Sales.csv,18,229,1,1,2.9,99.89
70,65-70,Footwear,Silver,Yes,1,Monthly,Male,Sandals,Ohio,1 - 3,Card,Spring,Store Pickup,S,Yes,Retail_Clothing_Sales.csv,70,230,2,1,4.6,14.32
60,65-70,Accessories,Olive,Yes,1,Fortnightly,Male,Scarf,Utah,"0
New",Card,Fall,Courier,L,Yes,Retail_Clothing_Sales.csv,66,231,0,1,4.1,149.1
20,25-34,Clothing,Blue,Yes,1,Monthly,Male,Blouse,Tennessee,4 - 6,Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,28,232,4,1,3.1,12.95
20,18-24,Accessories,Purple,Yes,1,Weekly,Male,Jewelry,Hawaii,1 - 3,Cash,Winter,Courier,L,No,Retail_Clothing_Sales.csv,21,233,1,1,4.2,13.61
10,18-24,Clothing,Yellow,Yes,1,Monthly,Male,Sweater,Arizona,1 - 3,Cash,Fall,Store Pickup,XL,Yes,Retail_Clothing_Sales.csv,19,234,2,1,4.5,118.85
20,18-24,Accessories,Silver,Yes,1,Weekly,Male,Gloves,South Dakota,1 - 3,Card,Summer,Store Pickup,S,No,Retail_Clothing_Sales.csv,20,235,2,1,3.7,23.68
40,35-44,Accessories,Cyan,Yes,1,Quarterly,Male,Sunglasses,New Jersey,1 - 3,Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,43,236,1,1,3.7,156.78
30,35-44,Outerwear,Green,Yes,1,Fortnightly,Male,Coat,North Dakota,"0
New",Card,Winter,Store Pickup,L,No,Retail_Clothing_Sales.csv,38,237,0,1,3.4,67.17
50,45-54,Clothing,Beige,Yes,1,Fortnightly,Male,Dress,Iowa,"0
New",Card,Summer,Store Pickup,M,No,Retail_Clothing_Sales.csv,50,238,0,1,3,167.73
60,55-64,Clothing,Peach,Yes,1,Fortnightly,Male,Skirt,Ohio,4 - 6,Cash,Fall,Courier,M,No,Retail_Clothing_Sales.csv,64,239,4,1,4.2,19.1
40,45-54,Clothing,Yellow,Yes,1,Weekly,Male,Pants,Vermont,"0
New",Card,Summer,Courier,L,No,Retail_Clothing_Sales.csv,49,240,0,1,2.9,37.16
30,25-34,Clothing,Turquoise,Yes,1,Fortnightly,Male,Sweater,Montana,1 - 3,Cash,Winter,Courier,XL,No,Retail_Clothing_Sales.csv,33,241,1,1,3.5,29.9
30,35-44,Clothing,Peach,Yes,1,Weekly,Male,Hoodie,Delaware,"0
New",Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,36,242,0,1,4.1,148.97
50,55-64,Outerwear,Gray,Yes,1,Monthly,Male,Coat,New York,"0
New",Card,Summer,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,55,243,0,1,4.3,129.92
20,25-34,Accessories,Olive,Yes,1,Monthly,Male,Jewelry,Kentucky,1 - 3,Card,Winter,Courier,M,No,Retail_Clothing_Sales.csv,25,244,3,1,2.8,1059.74
20,25-34,Accessories,Indigo,Yes,1,Weekly,Male,Belt,Oregon,"0
New",Card,Spring,Courier,S,Yes,Retail_Clothing_Sales.csv,28,245,0,1,4.9,26.7
40,45-54,Footwear,Charcoal,Yes,1,Fortnightly,Male,Sandals,Rhode Island,"0
New",Card,Summer,Store Pickup,L,No,Retail_Clothing_Sales.csv,49,246,0,1,3.3,39.85
30,35-44,Accessories,Beige,Yes,1,Weekly,Male,Sunglasses,Nevada,1 - 3,Card,Spring,Courier,XL,No,Retail_Clothing_Sales.csv,35,247,3,1,3.2,135.35
20,25-34,Clothing,Brown,Yes,1,Weekly,Male,Sweater,Montana,4 - 6,Card,Spring,Courier,XL,Yes,Retail_Clothing_Sales.csv,29,248,6,1,4.4,62.32
30,25-34,Accessories,Blue,Yes,1,Weekly,Male,Belt,Pennsylvania,1 - 3,Card,Winter,Courier,M,Yes,Retail_Clothing_Sales.csv,33,249,1,1,4.8,1020.61
20,25-34,Accessories,Teal,Yes,1,Fortnightly,Male,Handbag,Alaska,4 - 6,Card,Fall,Courier,S,No,Retail_Clothing_Sales.csv,28,250,4,1,4.2,32.09
20,18-24,Accessories,Gold,Yes,1,Fortnightly,Male,Handbag,Wyoming,1 - 3,Card,Winter,Courier,XL,No,Retail_Clothing_Sales.csv,21,252,1,1,2.5,37.15
30,25-34,Clothing,Violet,Yes,1,Fortnightly,Male,Shorts,Delaware,1 - 3,Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,32,253,1,1,3.9,25.67
10,18-24,Footwear,Cyan,Yes,1,Weekly,Male,Boots,Oklahoma,4 - 6,Cash,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,19,254,5,1,4.9,79.99
30,25-34,Accessories,White,Yes,1,Weekly,Male,Sunglasses,Indiana,1 - 3,Card,Winter,Store Pickup,M,No,Retail_Clothing_Sales.csv,31,255,3,1,3.5,26.69
40,35-44,Accessories,Charcoal,Yes,1,Fortnightly,Male,Scarf,Maryland,1 - 3,Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,43,256,2,1,4.2,9.12
40,35-44,Accessories,Violet,Yes,1,Monthly,Male,Jewelry,South Dakota,1 - 3,Card,Spring,Courier,XL,Yes,Retail_Clothing_Sales.csv,43,257,3,1,4.7,15.82
20,18-24,Accessories,Red,Yes,1,Quarterly,Male,Handbag,West Virginia,4 - 6,Card,Summer,Courier,M,Yes,Retail_Clothing_Sales.csv,20,258,4,1,4.5,39.84
30,35-44,Accessories,Lavender,Yes,1,Quarterly,Male,Gloves,Alabama,4 - 6,Cash,Spring,Courier,S,No,Retail_Clothing_Sales.csv,36,259,5,1,2.8,82.93
30,25-34,Clothing,Gold,Yes,1,Fortnightly,Male,Jeans,Louisiana,4 - 6,Card,Fall,Courier,M,No,Retail_Clothing_Sales.csv,32,260,6,1,2.9,45.67
30,35-44,Accessories,Red,Yes,1,Monthly,Male,Hat,Montana,7 & more,Card,Winter,Courier,S,No,Retail_Clothing_Sales.csv,38,261,9,1,3.2,45.65
20,18-24,Clothing,Magenta,Yes,1,Fortnightly,Male,Jeans,California,1 - 3,Card,Winter,Courier,L,Yes,Retail_Clothing_Sales.csv,21,262,3,1,4.9,92.59
30,35-44,Clothing,Teal,Yes,1,Fortnightly,Male,Pants,Hawaii,4 - 6,Card,Summer,Store Pickup,M,No,Retail_Clothing_Sales.csv,37,263,5,1,3.7,24.63
20,25-34,Clothing,Purple,Yes,1,Monthly,Male,Shorts,Iowa,1 - 3,Card,Summer,Store Pickup,M,No,Retail_Clothing_Sales.csv,27,264,1,1,4.3,31.03
30,35-44,Clothing,Charcoal,Yes,1,Fortnightly,Male,Pants,Colorado,4 - 6,Cash,Fall,Store Pickup,S,No,Retail_Clothing_Sales.csv,36,265,5,1,3.9,96.12
30,25-34,Accessories,Gray,Yes,1,Weekly,Male,Backpack,Michigan,4 - 6,Cash,Spring,Courier,M,No,Retail_Clothing_Sales.csv,32,266,4,1,3.2,48.94
20,25-34,Accessories,White,Yes,1,Weekly,Male,Jewelry,Louisiana,1 - 3,Card,Summer,Courier,L,No,Retail_Clothing_Sales.csv,27,267,1,1,3.1,85.79
60,55-64,Clothing,Olive,Yes,1,Fortnightly,Male,Sweater,Maryland,"0
New",Card,Spring,Courier,M,No,Retail_Clothing_Sales.csv,64,268,0,1,3.9,41.15
30,25-34,Footwear,Charcoal,Yes,1,Monthly,Male,Shoes,Georgia,1 - 3,Cash,Spring,Store Pickup,M,No,Retail_Clothing_Sales.csv,30,269,3,1,2.6,26.68
40,35-44,Clothing,Cyan,Yes,1,Weekly,Male,T-shirt,Delaware,4 - 6,Card,Summer,Courier,L,Yes,Retail_Clothing_Sales.csv,41,270,4,1,3.9,103.95
30,25-34,Clothing,Charcoal,Yes,1,Weekly,Male,Blouse,Georgia,7 & more,Cash,Winter,Store Pickup,M,No,Retail_Clothing_Sales.csv,30,270,8,1,3.3,28.78
30,25-34,Clothing,Orange,Yes,1,Fortnightly,Male,Jeans,North Dakota,4 - 6,Cash,Fall,Courier,XL,Yes,Retail_Clothing_Sales.csv,33,271,5,1,4.6,38.5
20,18-24,Clothing,Teal,Yes,1,Fortnightly,Male,Shirt,West Virginia,1 - 3,Card,Fall,Courier,M,Yes,Retail_Clothing_Sales.csv,21,271,3,1,3.9,140.84
20,25-34,Accessories,Yellow,Yes,1,Fortnightly,Male,Sunglasses,Maryland,"0
New",Card,Summer,Courier,XL,Yes,Retail_Clothing_Sales.csv,28,272,0,1,4.6,69.24
30,35-44,Clothing,Yellow,Yes,1,Fortnightly,Male,Shirt,Hawaii,7 & more,Card,Fall,Courier,L,No,Retail_Clothing_Sales.csv,36,272,7,1,3.1,30.98
40,45-54,Accessories,Beige,Yes,1,Weekly,Male,Jewelry,Oregon,"0
New",Card,Summer,Courier,M,No,Retail_Clothing_Sales.csv,48,273,0,1,4.4,12.94
10,18-24,Accessories,Peach,Yes,1,Monthly,Male,Gloves,New York,1 - 3,Cash,Winter,Store Pickup,L,No,Retail_Clothing_Sales.csv,19,273,1,1,3.3,34.4
30,25-34,Outerwear,Silver,Yes,1,Quarterly,Male,Coat,North Dakota,1 - 3,Card,Spring,Courier,S,No,Retail_Clothing_Sales.csv,33,274,1,1,4.2,18.3
20,18-24,Accessories,Peach,Yes,1,Fortnightly,Male,Scarf,New Mexico,"0
New",Card,Fall,Store Pickup,M,No,Retail_Clothing_Sales.csv,22,274,0,1,3.6,60
60,55-64,Clothing,Olive,Yes,1,Quarterly,Male,Skirt,Indiana,"0
New",Card,Winter,Courier,S,No,Retail_Clothing_Sales.csv,64,275,0,1,4.3,53.96
50,45-54,Accessories,Indigo,Yes,1,Weekly,Male,Jewelry,Maryland,1 - 3,Cash,Spring,Courier,M,No,Retail_Clothing_Sales.csv,54,275,2,1,3,17.45
20,25-34,Accessories,Charcoal,Yes,1,Monthly,Male,Hat,Kentucky,4 - 6,Cash,Spring,Store Pickup,L,Yes,Retail_Clothing_Sales.csv,28,276,6,1,4.5,64.37
40,45-54,Accessories,Lavender,Yes,1,Weekly,Male,Backpack,Virginia,4 - 6,Card,Winter,Courier,XL,Yes,Retail_Clothing_Sales.csv,48,276,6,1,4,129.82
20,25-34,Clothing,Turquoise,Yes,1,Fortnightly,Male,Skirt,South Dakota,7 & more,Cash,Fall,Courier,XL,No,Retail_Clothing_Sales.csv,25,277,9,1,3.5,15.82
30,25-34,Clothing,Indigo,Yes,1,Weekly,Male,Hoodie,West Virginia,4 - 6,Card,Fall,Courier,L,No,Retail_Clothing_Sales.csv,34,277,4,1,2.8,25.65
20,25-34,Clothing,Green,Yes,1,Weekly,Male,Shirt,Georgia,"0
New",Cash,Winter,Store Pickup,M,No,Retail_Clothing_Sales.csv,29,278,0,1,3,15.07
30,35-44,Footwear,Silver,Yes,1,Monthly,Male,Boots,North Dakota,"0
New",Cash,Fall,Courier,L,No,Retail_Clothing_Sales.csv,36,278,0,1,2.7,34.39
20,18-24,Clothing,Orange,Yes,1,Fortnightly,Male,Sweater,Hawaii,1 - 3,Card,Spring,Courier,M,Yes,Retail_Clothing_Sales.csv,24,279,3,1,3.7,245.33
20,18-24,Clothing,Beige,Yes,1,Monthly,Male,Blouse,Oregon,4 - 6,Card,Fall,Store Pickup,M,No,Retail_Clothing_Sales.csv,24,279,5,1,2.9,954.24
20,18-24,Footwear,Turquoise,Yes,1,Monthly,Male,Sneakers,Arkansas,"0
New",Cash,Summer,Courier,L,No,Retail_Clothing_Sales.csv,23,280,0,1,4,69.21
